moisture,temperature,pH,timestamp
47,21,6,2024-10-14 12:23:03+00:00
47,21,6,2024-10-14 12:23:16+00:00
47,21,6,2024-10-14 12:23:29+00:00
54,21,6,2024-10-14 12:23:42+00:00
51,21,6,2024-10-14 12:23:55+00:00
17,20,7,2024-10-14 12:24:09+00:00
17,20,7,2024-10-14 12:24:22+00:00
19,20,7,2024-10-14 12:24:35+00:00
17,20,7,2024-10-14 12:24:48+00:00
93,21,7,2024-10-14 12:25:01+00:00
94,21,7,2024-10-14 12:25:14+00:00
92,21,6,2024-10-14 12:25:28+00:00
93,21,6,2024-10-14 12:25:41+00:00
92,21,6,2024-10-14 12:25:54+00:00
85,21,7,2024-10-14 12:26:07+00:00
89,21,6,2024-10-14 12:26:20+00:00
85,21,6,2024-10-14 12:26:33+00:00
89,21,6,2024-10-14 12:26:47+00:00
51,25,5,2024-10-14 12:56:26+00:00
96,25,5,2024-10-14 12:56:39+00:00
94,25,5,2024-10-14 12:56:52+00:00
96,25,5,2024-10-14 12:57:05+00:00
99,25,5,2024-10-14 12:57:18+00:00
93,25,5,2024-10-14 12:57:31+00:00
100,25,5,2024-10-14 12:57:45+00:00
94,25,5,2024-10-14 12:57:58+00:00
100,25,5,2024-10-14 12:58:11+00:00
93,25,5,2024-10-14 12:58:24+00:00
93,25,5,2024-10-14 12:58:37+00:00
95,25,5,2024-10-14 12:58:50+00:00
99,25,5,2024-10-14 12:59:04+00:00
100,25,5,2024-10-14 12:59:17+00:00
100,25,5,2024-10-14 12:59:30+00:00
94,25,5,2024-10-14 12:59:43+00:00
99,25,5,2024-10-14 12:59:56+00:00
94,25,5,2024-10-14 13:00:10+00:00
99,25,5,2024-10-14 13:00:23+00:00
100,25,5,2024-10-14 13:00:36+00:00
95,25,5,2024-10-14 13:00:49+00:00
100,25,5,2024-10-14 13:01:02+00:00
100,25,5,2024-10-14 13:01:15+00:00
94,25,5,2024-10-14 13:01:29+00:00
94,25,5,2024-10-14 13:01:42+00:00
94,25,5,2024-10-14 13:01:55+00:00
97,25,5,2024-10-14 13:02:08+00:00
99,25,5,2024-10-14 13:02:21+00:00
100,25,5,2024-10-14 13:02:34+00:00
95,25,5,2024-10-14 13:02:48+00:00
100,25,5,2024-10-14 13:03:01+00:00
100,25,5,2024-10-14 13:03:14+00:00
100,25,5,2024-10-14 13:03:27+00:00
94,25,5,2024-10-14 13:03:40+00:00
100,25,5,2024-10-14 13:03:53+00:00
100,25,5,2024-10-14 13:04:07+00:00
94,25,5,2024-10-14 13:04:20+00:00
94,25,5,2024-10-14 13:04:33+00:00
99,25,5,2024-10-14 13:04:46+00:00
95,25,5,2024-10-14 13:04:59+00:00
93,25,5,2024-10-14 13:05:13+00:00
94,25,5,2024-10-14 13:05:26+00:00
99,25,5,2024-10-14 13:05:39+00:00
100,25,5,2024-10-14 13:05:52+00:00
100,25,5,2024-10-14 13:06:05+00:00
100,25,5,2024-10-14 13:06:18+00:00
94,25,5,2024-10-14 13:06:32+00:00
94,25,5,2024-10-14 13:06:45+00:00
99,25,5,2024-10-14 13:06:58+00:00
98,25,5,2024-10-14 13:07:11+00:00
100,25,5,2024-10-14 13:07:24+00:00
100,24,5,2024-10-14 13:07:37+00:00
94,24,5,2024-10-14 13:07:51+00:00
95,24,5,2024-10-14 13:08:04+00:00
100,24,5,2024-10-14 13:08:17+00:00
95,24,5,2024-10-14 13:08:30+00:00
94,24,5,2024-10-14 13:08:43+00:00
99,24,5,2024-10-14 13:08:56+00:00
94,24,5,2024-10-14 13:09:09+00:00
94,24,5,2024-10-14 13:09:23+00:00
100,24,5,2024-10-14 13:09:36+00:00
100,24,5,2024-10-14 13:09:49+00:00
95,24,5,2024-10-14 13:10:02+00:00
100,24,5,2024-10-14 13:10:15+00:00
99,24,5,2024-10-14 13:10:28+00:00
98,24,5,2024-10-14 13:10:42+00:00
99,24,5,2024-10-14 13:10:55+00:00
96,24,5,2024-10-14 13:11:08+00:00
99,24,5,2024-10-14 13:11:21+00:00
100,24,5,2024-10-14 13:11:34+00:00
100,24,5,2024-10-14 13:11:47+00:00
100,24,5,2024-10-14 13:12:01+00:00
100,24,4,2024-10-14 13:12:14+00:00
100,24,5,2024-10-14 13:12:27+00:00
100,24,5,2024-10-14 13:12:40+00:00
99,24,5,2024-10-14 13:12:53+00:00
100,24,5,2024-10-14 13:13:07+00:00
99,24,5,2024-10-14 13:13:19+00:00
94,24,4,2024-10-14 13:13:33+00:00
94,24,5,2024-10-14 13:13:46+00:00
93,24,4,2024-10-14 13:13:59+00:00
94,24,4,2024-10-14 13:14:12+00:00
98,24,4,2024-10-14 13:14:25+00:00
95,24,4,2024-10-14 13:14:38+00:00
100,24,4,2024-10-14 13:14:52+00:00
94,24,4,2024-10-14 13:15:05+00:00
100,24,4,2024-10-14 13:15:18+00:00
94,24,4,2024-10-14 13:15:31+00:00
100,24,4,2024-10-14 13:15:45+00:00
100,24,4,2024-10-14 13:15:58+00:00
100,24,4,2024-10-14 13:16:11+00:00
94,24,4,2024-10-14 13:16:24+00:00
95,24,4,2024-10-14 13:16:37+00:00
51,19,5,2024-10-15 02:18:01+00:00
91,19,5,2024-10-15 02:18:15+00:00
92,19,4,2024-10-15 02:18:28+00:00
95,19,4,2024-10-15 02:18:41+00:00
94,19,4,2024-10-15 02:18:54+00:00
89,19,4,2024-10-15 02:19:07+00:00
92,19,4,2024-10-15 02:19:20+00:00
90,19,4,2024-10-15 02:19:34+00:00
91,19,4,2024-10-15 02:19:47+00:00
91,19,4,2024-10-15 02:20:00+00:00
90,19,4,2024-10-15 02:20:13+00:00
92,19,4,2024-10-15 02:20:26+00:00
89,19,4,2024-10-15 02:20:39+00:00
93,19,4,2024-10-15 02:20:53+00:00
91,19,4,2024-10-15 02:21:06+00:00
92,19,4,2024-10-15 02:21:19+00:00
93,19,4,2024-10-15 02:21:32+00:00
89,19,4,2024-10-15 02:21:45+00:00
91,19,4,2024-10-15 02:21:58+00:00
92,19,4,2024-10-15 02:22:12+00:00
93,19,4,2024-10-15 02:22:25+00:00
91,19,4,2024-10-15 02:22:38+00:00
92,19,4,2024-10-15 02:22:51+00:00
91,19,4,2024-10-15 02:23:05+00:00
89,19,4,2024-10-15 02:23:17+00:00
89,19,4,2024-10-15 02:23:31+00:00
89,19,4,2024-10-15 02:23:44+00:00
91,19,3,2024-10-15 02:23:57+00:00
93,19,3,2024-10-15 02:24:10+00:00
96,19,4,2024-10-15 02:24:23+00:00
91,19,4,2024-10-15 02:24:37+00:00
89,19,4,2024-10-15 02:24:50+00:00
89,19,4,2024-10-15 02:25:03+00:00
93,19,4,2024-10-15 02:25:16+00:00
91,19,4,2024-10-15 02:25:29+00:00
89,19,4,2024-10-15 02:25:42+00:00
89,19,4,2024-10-15 02:25:56+00:00
91,19,4,2024-10-15 02:26:09+00:00
92,19,4,2024-10-15 02:26:22+00:00
89,19,4,2024-10-15 02:26:35+00:00
90,19,4,2024-10-15 02:26:48+00:00
88,19,4,2024-10-15 02:27:01+00:00
89,19,4,2024-10-15 02:27:15+00:00
93,19,4,2024-10-15 02:27:28+00:00
94,19,4,2024-10-15 02:27:41+00:00
91,19,4,2024-10-15 02:27:54+00:00
91,19,4,2024-10-15 02:28:07+00:00
91,19,4,2024-10-15 02:28:20+00:00
92,19,4,2024-10-15 02:28:34+00:00
92,19,4,2024-10-15 02:28:47+00:00
91,19,4,2024-10-15 02:29:00+00:00
93,19,4,2024-10-15 02:29:13+00:00
91,19,4,2024-10-15 02:29:26+00:00
90,19,4,2024-10-15 02:29:40+00:00
91,19,4,2024-10-15 02:29:53+00:00
89,19,4,2024-10-15 02:30:06+00:00
89,19,4,2024-10-15 02:30:19+00:00
91,19,3,2024-10-15 02:30:32+00:00
93,19,4,2024-10-15 02:30:45+00:00
91,19,4,2024-10-15 02:30:59+00:00
89,19,4,2024-10-15 02:31:12+00:00
91,19,4,2024-10-15 02:31:25+00:00
89,19,4,2024-10-15 02:31:38+00:00
93,19,4,2024-10-15 02:31:51+00:00
90,19,4,2024-10-15 02:32:04+00:00
89,19,4,2024-10-15 02:32:18+00:00
93,19,4,2024-10-15 02:32:31+00:00
91,19,4,2024-10-15 02:32:44+00:00
91,19,4,2024-10-15 02:32:57+00:00
88,19,4,2024-10-15 02:33:10+00:00
92,19,4,2024-10-15 02:33:23+00:00
92,19,4,2024-10-15 02:33:37+00:00
89,19,4,2024-10-15 02:33:50+00:00
93,19,4,2024-10-15 02:34:03+00:00
91,19,4,2024-10-15 02:34:16+00:00
91,19,4,2024-10-15 02:34:29+00:00
91,19,4,2024-10-15 02:34:42+00:00
89,19,4,2024-10-15 02:34:56+00:00
89,19,4,2024-10-15 02:35:09+00:00
91,19,4,2024-10-15 02:35:22+00:00
91,19,4,2024-10-15 02:35:35+00:00
92,19,4,2024-10-15 02:35:48+00:00
93,19,4,2024-10-15 02:36:01+00:00
91,19,4,2024-10-15 02:36:15+00:00
91,19,4,2024-10-15 02:36:28+00:00
92,19,4,2024-10-15 02:36:41+00:00
93,19,4,2024-10-15 02:36:54+00:00
91,19,4,2024-10-15 02:37:07+00:00
89,19,4,2024-10-15 02:37:21+00:00
92,19,4,2024-10-15 02:37:34+00:00
88,19,4,2024-10-15 02:37:47+00:00
88,19,4,2024-10-15 02:38:00+00:00
93,19,4,2024-10-15 02:38:13+00:00
91,19,4,2024-10-15 02:38:26+00:00
91,19,4,2024-10-15 02:38:40+00:00
91,19,4,2024-10-15 02:38:53+00:00
93,19,4,2024-10-15 02:39:06+00:00
91,19,4,2024-10-15 02:39:19+00:00
89,19,4,2024-10-15 02:39:32+00:00
92,19,4,2024-10-15 02:39:45+00:00
92,19,4,2024-10-15 02:39:59+00:00
89,19,4,2024-10-15 02:40:12+00:00
89,19,4,2024-10-15 02:40:25+00:00
89,19,4,2024-10-15 02:40:38+00:00
91,19,4,2024-10-15 02:40:51+00:00
89,19,4,2024-10-15 02:41:04+00:00
91,19,4,2024-10-15 02:41:18+00:00
91,19,4,2024-10-15 02:41:31+00:00
93,19,4,2024-10-15 02:41:44+00:00
88,19,4,2024-10-15 02:41:57+00:00
94,19,4,2024-10-15 02:42:10+00:00
92,19,4,2024-10-15 02:42:24+00:00
91,19,4,2024-10-15 02:42:37+00:00
89,19,4,2024-10-15 02:42:50+00:00
92,19,4,2024-10-15 02:43:03+00:00
93,19,4,2024-10-15 02:43:16+00:00
89,19,4,2024-10-15 02:43:29+00:00
89,19,4,2024-10-15 02:43:43+00:00
90,19,4,2024-10-15 02:43:56+00:00
89,19,4,2024-10-15 02:44:09+00:00
89,19,4,2024-10-15 02:44:22+00:00
93,19,4,2024-10-15 02:44:35+00:00
89,19,4,2024-10-15 02:44:48+00:00
92,19,4,2024-10-15 02:45:02+00:00
89,19,4,2024-10-15 02:45:15+00:00
91,19,4,2024-10-15 02:45:28+00:00
93,19,4,2024-10-15 02:45:41+00:00
93,19,4,2024-10-15 02:45:54+00:00
91,19,4,2024-10-15 02:46:07+00:00
90,19,4,2024-10-15 02:46:20+00:00
91,19,4,2024-10-15 02:46:34+00:00
91,19,4,2024-10-15 02:46:47+00:00
89,19,4,2024-10-15 02:47:00+00:00
92,19,4,2024-10-15 02:47:13+00:00
91,19,4,2024-10-15 02:47:26+00:00
91,19,4,2024-10-15 02:47:40+00:00
93,19,4,2024-10-15 02:47:53+00:00
91,19,4,2024-10-15 02:48:06+00:00
89,19,4,2024-10-15 02:48:19+00:00
89,19,4,2024-10-15 02:48:32+00:00
91,19,4,2024-10-15 02:48:46+00:00
92,19,4,2024-10-15 02:48:59+00:00
93,19,4,2024-10-15 02:49:12+00:00
91,19,4,2024-10-15 02:49:25+00:00
91,19,4,2024-10-15 02:49:38+00:00
89,19,4,2024-10-15 02:49:51+00:00
89,19,5,2024-10-15 02:50:04+00:00
91,19,5,2024-10-15 02:50:18+00:00
90,19,5,2024-10-15 02:50:31+00:00
89,19,4,2024-10-15 02:50:44+00:00
91,19,4,2024-10-15 02:50:57+00:00
89,19,4,2024-10-15 02:51:10+00:00
89,19,4,2024-10-15 02:51:23+00:00
90,19,4,2024-10-15 02:51:37+00:00
93,19,4,2024-10-15 02:51:50+00:00
91,19,4,2024-10-15 02:52:03+00:00
91,19,5,2024-10-15 02:52:16+00:00
91,19,4,2024-10-15 02:52:29+00:00
93,19,4,2024-10-15 02:52:42+00:00
93,19,4,2024-10-15 02:52:56+00:00
90,19,5,2024-10-15 02:53:09+00:00
91,19,5,2024-10-15 02:53:22+00:00
91,19,5,2024-10-15 02:53:35+00:00
92,19,5,2024-10-15 02:53:48+00:00
91,19,5,2024-10-15 02:54:02+00:00
89,19,5,2024-10-15 02:54:15+00:00
89,19,5,2024-10-15 02:54:28+00:00
92,19,5,2024-10-15 02:54:41+00:00
92,19,5,2024-10-15 02:54:54+00:00
91,19,5,2024-10-15 02:55:07+00:00
91,19,4,2024-10-15 02:55:21+00:00
89,19,4,2024-10-15 02:55:34+00:00
89,19,4,2024-10-15 02:55:47+00:00
90,19,4,2024-10-15 02:56:00+00:00
92,19,4,2024-10-15 02:56:13+00:00
89,19,4,2024-10-15 02:56:27+00:00
89,19,4,2024-10-15 02:56:40+00:00
90,19,4,2024-10-15 02:56:53+00:00
94,19,4,2024-10-15 02:57:06+00:00
91,19,4,2024-10-15 02:57:19+00:00
89,19,4,2024-10-15 02:57:33+00:00
92,19,4,2024-10-15 02:57:46+00:00
96,19,4,2024-10-15 02:57:59+00:00
89,19,4,2024-10-15 02:58:12+00:00
92,19,4,2024-10-15 02:58:25+00:00
91,19,4,2024-10-15 02:58:38+00:00
94,19,4,2024-10-15 02:58:51+00:00
92,19,4,2024-10-15 02:59:05+00:00
93,19,5,2024-10-15 02:59:18+00:00
92,19,4,2024-10-15 02:59:31+00:00
88,19,4,2024-10-15 02:59:44+00:00
91,19,4,2024-10-15 02:59:58+00:00
86,19,4,2024-10-15 03:00:10+00:00
91,19,4,2024-10-15 03:00:24+00:00
89,19,4,2024-10-15 03:00:37+00:00
92,19,4,2024-10-15 03:00:50+00:00
89,19,4,2024-10-15 03:01:03+00:00
92,19,4,2024-10-15 03:01:16+00:00
91,19,4,2024-10-15 03:01:30+00:00
94,19,4,2024-10-15 03:01:43+00:00
91,19,4,2024-10-15 03:01:56+00:00
89,19,4,2024-10-15 03:02:09+00:00
89,19,4,2024-10-15 03:02:22+00:00
91,19,4,2024-10-15 03:02:35+00:00
92,19,4,2024-10-15 03:02:49+00:00
89,19,4,2024-10-15 03:03:02+00:00
89,19,4,2024-10-15 03:03:15+00:00
92,19,4,2024-10-15 03:03:28+00:00
92,19,4,2024-10-15 03:03:41+00:00
91,19,4,2024-10-15 03:03:54+00:00
94,19,4,2024-10-15 03:04:08+00:00
91,19,4,2024-10-15 03:04:21+00:00
94,19,4,2024-10-15 03:04:34+00:00
90,19,4,2024-10-15 03:04:47+00:00
90,19,4,2024-10-15 03:05:00+00:00
93,19,4,2024-10-15 03:05:14+00:00
89,19,4,2024-10-15 03:05:27+00:00
93,19,4,2024-10-15 03:05:40+00:00
92,19,4,2024-10-15 03:05:53+00:00
91,19,4,2024-10-15 03:06:06+00:00
91,19,4,2024-10-15 03:06:19+00:00
94,19,4,2024-10-15 03:06:33+00:00
91,19,4,2024-10-15 03:06:46+00:00
93,19,5,2024-10-15 03:06:59+00:00
89,19,4,2024-10-15 03:07:12+00:00
94,19,4,2024-10-15 03:07:25+00:00
92,19,4,2024-10-15 03:07:38+00:00
89,19,5,2024-10-15 03:07:52+00:00
91,19,4,2024-10-15 03:08:05+00:00
89,19,4,2024-10-15 03:08:18+00:00
94,19,4,2024-10-15 03:08:31+00:00
93,19,4,2024-10-15 03:08:44+00:00
91,19,4,2024-10-15 03:08:57+00:00
92,19,5,2024-10-15 03:09:11+00:00
90,19,4,2024-10-15 03:09:24+00:00
89,19,5,2024-10-15 03:09:37+00:00
93,19,4,2024-10-15 03:09:50+00:00
93,19,4,2024-10-15 03:10:03+00:00
93,19,4,2024-10-15 03:10:17+00:00
89,19,4,2024-10-15 03:10:30+00:00
93,19,4,2024-10-15 03:10:43+00:00
93,19,4,2024-10-15 03:10:56+00:00
89,19,3,2024-10-15 03:11:09+00:00
89,19,3,2024-10-15 03:11:22+00:00
89,19,4,2024-10-15 03:11:36+00:00
93,19,4,2024-10-15 03:11:49+00:00
92,19,4,2024-10-15 03:12:02+00:00
91,19,4,2024-10-15 03:12:15+00:00
91,19,4,2024-10-15 03:12:28+00:00
89,19,4,2024-10-15 03:12:41+00:00
89,19,4,2024-10-15 03:12:55+00:00
93,19,4,2024-10-15 03:13:08+00:00
93,19,4,2024-10-15 03:13:21+00:00
92,19,4,2024-10-15 03:13:34+00:00
94,19,4,2024-10-15 03:13:47+00:00
93,19,4,2024-10-15 03:14:01+00:00
94,19,4,2024-10-15 03:14:14+00:00
89,19,4,2024-10-15 03:14:27+00:00
93,19,4,2024-10-15 03:14:40+00:00
89,19,4,2024-10-15 03:14:53+00:00
91,19,4,2024-10-15 03:15:06+00:00
93,19,4,2024-10-15 03:15:20+00:00
92,19,4,2024-10-15 03:15:33+00:00
89,19,4,2024-10-15 03:15:46+00:00
89,19,4,2024-10-15 03:15:59+00:00
93,19,4,2024-10-15 03:16:12+00:00
92,19,4,2024-10-15 03:16:25+00:00
92,19,4,2024-10-15 03:16:39+00:00
89,19,4,2024-10-15 03:16:52+00:00
89,19,4,2024-10-15 03:17:05+00:00
90,19,4,2024-10-15 03:17:18+00:00
90,19,4,2024-10-15 03:17:31+00:00
90,19,4,2024-10-15 03:17:44+00:00
91,19,4,2024-10-15 03:17:58+00:00
89,19,4,2024-10-15 03:18:11+00:00
92,19,4,2024-10-15 03:18:24+00:00
92,19,4,2024-10-15 03:18:37+00:00
95,19,4,2024-10-15 03:18:50+00:00
93,19,4,2024-10-15 03:19:03+00:00
94,19,4,2024-10-15 03:19:17+00:00
91,19,4,2024-10-15 03:19:30+00:00
90,19,5,2024-10-15 03:19:43+00:00
93,19,4,2024-10-15 03:19:56+00:00
94,19,4,2024-10-15 03:20:09+00:00
89,19,4,2024-10-15 03:20:22+00:00
93,19,4,2024-10-15 03:20:36+00:00
92,19,4,2024-10-15 03:20:49+00:00
93,19,4,2024-10-15 03:21:02+00:00
89,19,5,2024-10-15 03:21:15+00:00
93,19,4,2024-10-15 03:21:28+00:00
93,19,4,2024-10-15 03:21:42+00:00
91,19,4,2024-10-15 03:21:55+00:00
90,19,4,2024-10-15 03:22:08+00:00
89,19,4,2024-10-15 03:22:21+00:00
91,19,4,2024-10-15 03:22:34+00:00
89,19,4,2024-10-15 03:22:48+00:00
92,19,4,2024-10-15 03:23:01+00:00
89,19,4,2024-10-15 03:23:14+00:00
89,19,4,2024-10-15 03:23:27+00:00
91,19,4,2024-10-15 03:23:40+00:00
92,19,5,2024-10-15 03:23:53+00:00
89,19,5,2024-10-15 03:24:06+00:00
93,19,4,2024-10-15 03:24:20+00:00
89,19,4,2024-10-15 03:24:33+00:00
93,19,4,2024-10-15 03:24:46+00:00
92,19,5,2024-10-15 03:24:59+00:00
91,19,4,2024-10-15 03:25:12+00:00
90,19,4,2024-10-15 03:25:26+00:00
93,19,4,2024-10-15 03:25:39+00:00
91,19,5,2024-10-15 03:25:52+00:00
91,19,5,2024-10-15 03:26:05+00:00
89,19,4,2024-10-15 03:26:18+00:00
91,19,4,2024-10-15 03:26:31+00:00
91,19,5,2024-10-15 03:26:45+00:00
90,19,5,2024-10-15 03:26:58+00:00
89,19,5,2024-10-15 03:27:11+00:00
92,19,4,2024-10-15 03:27:24+00:00
91,19,5,2024-10-15 03:27:37+00:00
93,19,4,2024-10-15 03:27:50+00:00
93,19,4,2024-10-15 03:28:04+00:00
93,19,4,2024-10-15 03:28:17+00:00
91,19,5,2024-10-15 03:28:30+00:00
89,19,4,2024-10-15 03:28:43+00:00
91,19,4,2024-10-15 03:28:56+00:00
89,19,4,2024-10-15 03:29:09+00:00
89,19,4,2024-10-15 03:29:23+00:00
91,19,4,2024-10-15 03:29:36+00:00
92,19,4,2024-10-15 03:29:49+00:00
93,19,4,2024-10-15 03:30:02+00:00
93,19,4,2024-10-15 03:30:15+00:00
93,19,3,2024-10-15 03:30:28+00:00
91,19,3,2024-10-15 03:30:42+00:00
89,19,4,2024-10-15 03:30:55+00:00
92,19,4,2024-10-15 03:31:08+00:00
92,19,4,2024-10-15 03:31:21+00:00
89,19,4,2024-10-15 03:31:34+00:00
93,19,4,2024-10-15 03:31:48+00:00
89,19,4,2024-10-15 03:32:01+00:00
92,19,4,2024-10-15 03:32:14+00:00
93,19,4,2024-10-15 03:32:27+00:00
91,19,4,2024-10-15 03:32:40+00:00
92,19,4,2024-10-15 03:32:53+00:00
89,19,4,2024-10-15 03:33:07+00:00
91,19,4,2024-10-15 03:33:20+00:00
89,19,4,2024-10-15 03:33:33+00:00
94,19,4,2024-10-15 03:33:46+00:00
93,19,4,2024-10-15 03:33:59+00:00
91,19,4,2024-10-15 03:34:12+00:00
91,19,4,2024-10-15 03:34:26+00:00
93,19,4,2024-10-15 03:34:39+00:00
91,19,4,2024-10-15 03:34:52+00:00
93,19,4,2024-10-15 03:35:05+00:00
92,19,4,2024-10-15 03:35:18+00:00
93,19,4,2024-10-15 03:35:31+00:00
89,19,4,2024-10-15 03:35:45+00:00
92,19,4,2024-10-15 03:35:58+00:00
90,19,4,2024-10-15 03:36:11+00:00
92,19,4,2024-10-15 03:36:24+00:00
89,19,4,2024-10-15 03:36:37+00:00
92,20,4,2024-10-15 03:36:50+00:00
94,19,4,2024-10-15 03:37:04+00:00
91,20,4,2024-10-15 03:37:17+00:00
91,20,4,2024-10-15 03:37:30+00:00
98,20,4,2024-10-15 03:37:43+00:00
92,20,4,2024-10-15 03:37:56+00:00
92,19,4,2024-10-15 03:38:10+00:00
93,20,4,2024-10-15 03:38:23+00:00
92,19,4,2024-10-15 03:38:36+00:00
93,20,4,2024-10-15 03:38:49+00:00
93,20,4,2024-10-15 03:39:02+00:00
89,20,5,2024-10-15 03:39:15+00:00
91,20,4,2024-10-15 03:39:29+00:00
91,20,4,2024-10-15 03:39:42+00:00
92,20,4,2024-10-15 03:39:55+00:00
89,20,4,2024-10-15 03:40:08+00:00
91,20,4,2024-10-15 03:40:21+00:00
89,20,4,2024-10-15 03:40:34+00:00
91,20,4,2024-10-15 03:40:48+00:00
93,20,4,2024-10-15 03:41:01+00:00
93,20,4,2024-10-15 03:41:14+00:00
91,20,4,2024-10-15 03:41:27+00:00
89,20,4,2024-10-15 03:41:40+00:00
93,20,4,2024-10-15 03:41:53+00:00
93,20,4,2024-10-15 03:42:07+00:00
89,20,4,2024-10-15 03:42:20+00:00
93,20,4,2024-10-15 03:42:33+00:00
90,20,4,2024-10-15 03:42:46+00:00
94,20,4,2024-10-15 03:42:59+00:00
91,20,4,2024-10-15 03:43:13+00:00
